Kota,Bulan,Suhu_Min,Suhu_Max,Suhu_Rata,Kelembaban,Tekanan_Udara,Kecepatan_Angin,Arah_Angin,Lama_Penyinaran,Curah_Hujan_mm,Intensitas_Hujan
Magelang,1,21.9,32.9,26.5,89.4,965.5,7.9,S,5.8,86.6,Hujan Lebat
Pekalongan,6,25.6,32.9,29.4,87.6,1011.2,9.9,TG,10.6,13.5,Hujan Ringan
Cilacap,4,22.1,31.9,27.6,84.4,1012.3,13.0,S,5.3,43.6,Hujan Sedang
Semarang,1,25.6,36.2,30.8,95.4,,9.9,T,,137.0,Hujan Lebat
Magelang,10,23.9,29.5,26.3,86.1,969.0,5.0,U,1.3,99.2,Hujan Lebat
Kudus,9,26.8,32.0,29.1,,1013.8,5.6,TL,8.9,0.0,Tidak Hujan
Pekalongan,12,24.7,30.3,27.2,87.9,1013.7,6.5,U,8.6,49.3,Hujan Sedang
Magelang,3,21.4,32.2,26.2,89.0,967.0,4.1,BL,4.8,109.6,Hujan Lebat
Salatiga,7,21.9,26.1,24.1,84.0,957.0,11.5,B,8.6,12.7,Hujan Ringan
Purwokerto,1,23.5,31.9,27.2,93.8,1007.2,3.1,B,4.6,46.1,Hujan Sedang
Cilacap,9,25.8,31.5,28.1,87.1,1011.3,8.2,BD,8.0,11.5,Hujan Ringan
Kudus,7,24.8,36.9,30.0,88.1,1010.6,3.9,B,8.4,20.0,Hujan Ringan
Wonosobo,9,17.7,27.1,21.9,85.9,923.2,,S,7.5,80.4,Hujan Lebat
Salatiga,6,21.5,30.3,26.3,93.8,963.1,2.6,BL,8.3,41.1,Hujan Sedang
Semarang,6,25.0,,30.5,74.5,1012.7,2.4,S,6.2,0.0,Tidak Hujan
Magelang,10,24.1,30.4,28.0,88.3,964.8,8.4,TG,6.6,81.5,Hujan Lebat
Purwokerto,2,23.5,31.6,27.9,86.5,1003.3,17.2,B,2.0,23.2,Hujan Sedang
Kudus,11,23.0,34.8,29.0,81.4,1008.5,16.4,T,5.3,3.8,Hujan Ringan
Magelang,3,21.5,28.9,25.0,95.3,965.1,2.7,U,3.6,134.5,Hujan Lebat
Kudus,10,22.3,31.3,26.5,84.0,1010.5,2.9,BL,4.8,36.3,Hujan Sedang
Wonosobo,11,20.4,27.9,22.6,99.0,924.4,8.2,TG,9.0,83.8,Hujan Lebat
Purwokerto,2,23.5,31.5,27.8,82.0,1009.8,,TL,8.5,2.3,Hujan Ringan
Pekalongan,1,24.9,30.6,26.9,88.3,1013.1,10.5,B,4.6,22.7,Hujan Sedang
Semarang,2,25.6,,30.3,84.6,1007.9,19.0,BL,4.0,36.0,Hujan Sedang
Magelang,2,22.8,28.6,25.7,99.0,969.6,2.5,BD,2.8,84.1,Hujan Lebat
Magelang,4,24.8,28.1,26.0,96.5,970.4,2.0,B,5.0,62.2,Hujan Lebat
Semarang,11,25.8,31.4,28.3,91.2,1012.5,10.3,BL,3.3,25.1,Hujan Sedang
Magelang,5,21.9,31.3,26.3,78.4,969.2,11.3,BD,7.8,9.1,Hujan Ringan
Tegal,2,26.6,34.1,31.3,88.6,1013.3,4.7,TG,6.1,41.9,Hujan Sedang
Solo,2,23.7,31.5,27.3,,997.5,12.3,BL,6.6,44.6,Hujan Sedang
Semarang,7,23.8,32.3,28.0,83.7,1014.3,15.5,T,3.3,17.7,Hujan Ringan
Solo,1,25.2,31.8,28.2,80.9,1004.6,5.3,U,3.5,22.5,Hujan Sedang
Semarang,5,24.2,34.7,29.8,71.2,1013.9,13.5,TL,8.7,0.0,Tidak Hujan
Kudus,2,,32.8,29.6,79.1,1008.6,2.8,BL,3.0,33.9,Hujan Sedang
Purwokerto,9,21.7,32.3,27.0,73.5,1002.3,3.2,U,8.7,0.0,Tidak Hujan
Magelang,8,21.1,30.7,27.3,88.0,966.7,2.7,T,11.7,9.8,Hujan Ringan
Salatiga,3,21.8,28.2,24.6,90.5,,9.2,S,4.6,132.2,Hujan Lebat
Pekalongan,5,,32.9,28.9,76.4,1013.0,5.1,T,10.1,0.0,Tidak Hujan
Tegal,10,25.6,34.1,30.4,89.0,1014.6,5.7,BD,2.2,35.5,Hujan Sedang
Kudus,6,23.1,33.2,27.7,71.1,1008.2,6.2,B,7.5,0.0,Tidak Hujan
Magelang,10,22.8,31.4,27.6,95.8,967.3,18.0,TL,6.6,54.8,Hujan Lebat
Wonosobo,2,,25.7,22.1,99.0,922.6,4.8,TL,7.5,119.2,Hujan Lebat
Solo,3,25.6,35.3,30.5,80.1,1000.2,4.9,S,7.4,25.2,Hujan Sedang
Solo,1,,34.9,30.5,84.6,1001.7,10.2,BD,5.1,46.8,Hujan Sedang
Pekalongan,2,24.9,33.1,29.3,82.1,1011.8,13.9,T,8.0,19.0,Hujan Ringan
Semarang,5,25.4,34.0,29.9,76.3,1011.4,2.7,B,8.5,0.0,Tidak Hujan
Semarang,9,24.5,35.3,30.0,66.6,1015.7,24.1,TG,6.8,0.0,Tidak Hujan
Semarang,10,25.6,35.9,30.9,78.9,1013.6,11.4,TL,5.5,12.6,Hujan Ringan
Wonosobo,3,17.9,27.5,22.4,93.2,919.3,4.7,B,5.8,52.7,Hujan Lebat
Solo,10,24.0,31.4,27.7,89.4,1003.7,3.4,U,1.9,88.8,Hujan Lebat
Salatiga,12,21.5,30.3,25.5,97.4,961.1,3.9,S,4.3,104.0,Hujan Lebat
Wonosobo,10,20.0,26.0,22.9,97.3,926.1,4.0,T,5.8,51.5,Hujan Lebat
Semarang,9,27.4,30.3,29.1,80.4,1013.4,8.7,B,6.3,0.0,Tidak Hujan
Magelang,8,23.6,33.1,28.6,81.9,971.9,5.1,TL,7.9,3.8,Hujan Ringan
Purwokerto,4,,31.7,27.7,87.2,1000.5,6.5,S,4.3,30.4,Hujan Sedang
Magelang,8,22.9,29.0,25.5,85.2,970.2,3.2,BL,4.3,49.1,Hujan Sedang
Wonosobo,10,19.5,25.1,21.8,95.9,,4.3,BL,7.7,121.9,Hujan Lebat
Tegal,1,22.8,31.1,27.5,83.8,1011.8,9.7,B,3.1,27.5,Hujan Sedang
Purwokerto,5,23.9,33.2,28.6,75.3,1002.0,4.6,S,5.6,0.0,Tidak Hujan
Kudus,2,26.1,28.7,27.3,75.7,1010.8,10.5,BD,2.0,33.0,Hujan Sedang
Tegal,2,24.0,34.9,29.2,85.2,1014.5,4.6,TL,8.6,26.7,Hujan Sedang
Salatiga,11,24.8,30.7,28.1,92.7,,4.3,U,4.3,110.7,Hujan Lebat
Wonosobo,3,19.8,28.3,24.8,90.2,921.7,19.4,U,6.4,67.0,Hujan Lebat
Magelang,8,23.7,31.3,27.9,75.4,968.1,2.6,T,7.4,7.9,Hujan Ringan
Wonosobo,7,16.8,23.0,19.3,96.3,922.4,12.1,T,,114.5,Hujan Lebat
Cilacap,1,24.8,34.7,30.2,90.6,1014.2,12.1,TG,6.2,28.0,Hujan Sedang
Purwokerto,9,23.6,33.0,28.4,76.6,1006.9,6.8,S,8.7,0.0,Tidak Hujan
Semarang,7,28.6,36.8,33.3,92.3,,15.5,B,9.3,12.1,Hujan Ringan
Cilacap,10,22.5,31.9,27.0,89.9,1017.3,3.2,TL,3.7,22.9,Hujan Sedang
Wonosobo,9,19.2,26.6,22.4,81.9,920.8,12.7,U,9.7,44.8,Hujan Sedang
Wonosobo,4,17.4,27.6,22.7,93.3,920.8,2.2,TG,0.8,67.2,Hujan Lebat
Pekalongan,1,24.1,31.9,28.0,80.2,,15.4,T,7.7,3.6,Hujan Ringan
Tegal,2,25.5,35.7,30.6,85.9,1015.0,2.2,B,6.0,22.0,Hujan Sedang
Purwokerto,10,25.8,32.0,28.4,89.0,1000.0,,BL,1.3,25.6,Hujan Sedang
Wonosobo,7,17.6,25.4,22.3,81.4,926.1,9.6,TG,,121.4,Hujan Lebat
Wonosobo,8,19.9,25.8,22.8,89.1,922.6,2.8,S,8.1,79.7,Hujan Lebat
Wonosobo,11,20.0,27.7,24.3,94.3,923.8,5.7,TG,6.2,95.8,Hujan Lebat
Cilacap,7,23.9,30.5,27.0,77.3,1012.2,3.9,T,5.9,0.0,Tidak Hujan
Tegal,1,25.8,30.9,28.2,85.8,,19.3,B,9.8,19.8,Hujan Ringan
Purwokerto,12,24.2,31.3,28.0,87.9,1002.7,11.2,T,4.4,21.1,Hujan Sedang
Semarang,3,23.5,34.6,29.2,84.6,1013.6,,U,5.8,43.3,Hujan Sedang
Cilacap,7,24.4,32.3,28.7,76.7,,7.4,TG,7.4,0.0,Tidak Hujan
Magelang,11,22.6,29.8,26.1,98.7,972.0,,B,5.5,55.8,Hujan Lebat
Salatiga,10,22.3,31.4,26.3,,960.2,,B,1.3,120.7,Hujan Lebat
Purwokerto,6,22.5,31.6,26.9,85.2,1003.3,8.4,U,11.4,17.8,Hujan Ringan
Cilacap,10,22.9,29.7,26.3,95.9,1014.0,15.1,S,5.1,25.1,Hujan Sedang
Magelang,4,22.3,30.3,26.7,95.8,970.1,7.3,BD,4.4,117.1,Hujan Lebat
Tegal,10,26.4,37.6,31.8,87.1,1012.0,5.3,S,5.6,36.9,Hujan Sedang
Solo,4,25.1,33.5,29.2,83.0,1000.8,3.6,TL,2.8,41.5,Hujan Sedang
Magelang,9,22.1,32.8,27.1,73.9,969.5,2.3,T,8.5,14.1,Hujan Ringan
Semarang,7,26.2,33.2,30.0,78.9,1011.7,3.6,TL,8.5,0.0,Tidak Hujan
Semarang,11,26.2,33.4,30.5,84.3,1012.6,4.6,S,2.1,34.0,Hujan Sedang
Magelang,4,,30.2,26.3,95.2,971.4,3.6,BL,8.6,82.7,Hujan Lebat
Magelang,7,21.8,29.2,24.6,78.8,974.6,7.0,BL,9.2,18.3,Hujan Ringan
Solo,9,24.3,33.8,29.0,64.0,1007.3,2.3,S,8.9,0.0,Tidak Hujan
Wonosobo,9,,25.7,22.1,81.4,,4.9,BL,4.8,103.2,Hujan Lebat
Kudus,12,23.7,32.7,28.0,82.3,1010.4,3.4,BD,,32.6,Hujan Sedang
Kudus,4,25.4,31.2,28.4,81.9,1009.0,12.8,TL,10.7,8.9,Hujan Ringan
Tegal,8,24.6,32.2,28.3,75.8,1014.3,11.1,BD,8.8,0.0,Tidak Hujan
Pekalongan,8,24.5,32.8,29.3,78.7,1011.2,2.1,TL,5.6,0.0,Tidak Hujan
Tegal,3,23.7,31.0,27.3,91.0,1007.7,3.9,BL,5.4,29.4,Hujan Sedang
Kudus,12,26.0,35.7,30.9,74.1,1012.3,4.3,TG,4.2,11.1,Hujan Ringan
Wonosobo,2,19.6,26.1,22.9,95.2,928.0,5.2,S,4.8,104.2,Hujan Lebat
Kudus,7,25.4,33.8,28.4,88.7,1006.4,27.9,TG,7.0,3.6,Hujan Ringan
Wonosobo,11,18.1,27.1,22.5,96.8,920.7,14.7,S,5.4,126.5,Hujan Lebat
Cilacap,1,24.3,33.8,29.2,89.6,1011.4,10.6,T,3.0,48.7,Hujan Sedang
Purwokerto,7,24.0,32.1,27.3,85.8,1002.8,17.3,BL,7.2,1.2,Hujan Ringan
Salatiga,6,23.4,28.0,25.0,81.7,963.4,22.4,T,7.2,11.5,Hujan Ringan
Wonosobo,2,18.5,26.9,22.5,99.0,925.8,3.9,TG,,102.0,Hujan Lebat
Solo,3,25.4,35.7,31.0,83.5,1005.3,5.3,TG,5.8,47.6,Hujan Sedang
Pekalongan,3,23.9,31.9,29.2,96.0,,6.4,BL,4.3,34.9,Hujan Sedang
Semarang,9,25.6,32.7,29.3,77.7,,,TL,8.9,0.0,Tidak Hujan
Pekalongan,5,24.7,34.4,30.2,79.3,1010.6,2.1,T,9.8,0.0,Tidak Hujan
Solo,3,23.1,36.0,29.9,89.2,999.9,17.6,T,5.2,41.4,Hujan Sedang
Cilacap,7,24.4,30.2,27.7,82.0,1010.9,7.8,T,6.9,0.0,Tidak Hujan
Solo,8,,33.5,28.4,81.9,1002.9,3.6,BL,0.5,18.2,Hujan Ringan
Tegal,2,25.2,32.7,28.4,81.2,1010.4,6.3,TL,4.4,28.9,Hujan Sedang
Semarang,1,27.9,32.6,29.9,78.2,1012.9,18.0,T,8.7,7.4,Hujan Ringan
Tegal,1,23.7,34.3,29.8,81.4,1012.1,3.5,T,6.4,16.9,Hujan Ringan
Purwokerto,2,24.4,31.1,28.9,90.2,1003.5,13.9,U,2.3,37.3,Hujan Sedang
Magelang,10,21.5,33.1,27.2,87.0,967.6,4.9,T,2.4,69.9,Hujan Lebat
Cilacap,4,24.4,32.9,28.8,84.3,1006.4,15.2,TG,3.0,28.4,Hujan Sedang
Cilacap,9,23.3,32.4,28.3,82.8,1011.1,5.0,S,5.9,0.0,Tidak Hujan
Kudus,12,24.9,32.8,29.3,87.0,1011.9,2.2,TG,0.0,48.3,Hujan Sedang
Pekalongan,7,24.5,33.6,28.7,82.9,1009.7,6.3,TG,10.3,0.0,Tidak Hujan
Tegal,5,,33.3,28.6,74.3,1013.5,7.2,TL,4.7,0.0,Tidak Hujan
Solo,6,25.5,,30.2,73.7,998.5,2.8,B,7.9,0.0,Tidak Hujan
Cilacap,1,24.1,31.3,26.8,88.8,1009.7,11.2,B,5.5,46.2,Hujan Sedang
Magelang,3,23.2,32.0,27.7,84.0,970.1,7.6,S,4.7,93.2,Hujan Lebat
Magelang,1,24.6,28.3,26.4,92.2,967.3,2.3,TL,4.1,135.2,Hujan Lebat
Kudus,9,23.9,34.3,29.8,72.8,1014.5,10.8,B,7.5,0.0,Tidak Hujan
Salatiga,1,25.1,28.0,26.7,86.1,957.6,13.9,BL,4.3,58.3,Hujan Lebat
Pekalongan,3,25.8,31.0,28.3,86.6,1013.9,16.1,BD,7.2,45.0,Hujan Sedang
Semarang,2,25.1,33.8,29.3,89.5,1012.2,4.7,U,9.3,40.3,Hujan Sedang
Cilacap,10,25.7,32.9,29.0,79.4,1012.0,6.6,T,7.1,20.3,Hujan Sedang
Purwokerto,6,23.0,31.8,28.4,80.0,1003.8,8.0,TG,11.1,0.0,Tidak Hujan
Purwokerto,4,24.8,31.3,27.9,85.9,1001.2,11.7,BL,5.7,38.5,Hujan Sedang
Semarang,1,,31.5,28.6,86.2,1011.2,5.0,B,4.6,46.0,Hujan Sedang
Cilacap,4,24.5,30.0,27.2,85.8,1017.4,4.7,BD,,8.6,Hujan Ringan
Tegal,11,25.9,,27.9,85.7,1013.5,14.1,T,2.4,23.8,Hujan Sedang
Pekalongan,4,22.6,35.8,29.2,83.1,1008.5,17.3,BD,4.6,46.8,Hujan Sedang
Magelang,9,24.2,33.4,28.8,81.3,965.5,3.9,TL,8.9,4.9,Hujan Ringan
Semarang,8,25.5,36.1,31.5,71.6,1010.1,4.3,BD,11.4,0.0,Tidak Hujan
Solo,12,25.1,32.0,28.5,82.2,,8.3,S,3.5,35.1,Hujan Sedang
Semarang,1,23.7,34.4,28.7,76.4,1006.3,6.1,TL,7.9,15.3,Hujan Ringan
Purwokerto,4,23.1,33.0,28.8,89.6,1003.9,10.8,B,4.2,23.5,Hujan Sedang
Purwokerto,7,23.2,31.5,27.0,,1000.7,6.8,B,8.1,11.6,Hujan Ringan
Kudus,9,26.4,32.3,30.4,79.3,1004.2,3.3,T,,0.0,Tidak Hujan
Salatiga,9,20.6,30.0,25.2,86.7,959.4,11.8,BL,,22.9,Hujan Sedang
Cilacap,10,25.4,31.8,29.1,88.6,1014.3,5.7,TG,5.4,48.9,Hujan Sedang
Salatiga,6,21.4,29.7,25.6,85.9,961.8,3.0,B,7.9,16.4,Hujan Ringan
Semarang,11,23.8,33.6,29.1,,1013.9,8.2,B,3.9,39.6,Hujan Sedang
Magelang,10,22.3,31.2,27.2,95.3,964.3,20.5,T,2.0,87.5,Hujan Lebat
Kudus,1,27.1,31.4,29.4,83.5,1010.7,6.6,S,6.6,32.1,Hujan Sedang
Pekalongan,9,25.4,34.1,29.2,85.0,1013.3,3.5,S,8.3,0.0,Tidak Hujan
Salatiga,4,21.1,27.8,24.1,94.1,962.0,13.4,TL,5.3,104.3,Hujan Lebat
Purwokerto,11,22.3,30.0,25.5,81.4,1009.6,4.8,TG,4.6,26.8,Hujan Sedang
Kudus,12,23.7,33.7,28.7,86.2,1015.1,6.5,BD,6.5,20.5,Hujan Sedang
Tegal,12,23.7,31.3,27.5,,1010.9,8.6,TL,4.8,31.4,Hujan Sedang
Kudus,6,25.9,33.2,28.7,71.4,1010.5,2.0,U,10.2,0.0,Tidak Hujan
Purwokerto,2,22.7,32.8,28.0,95.1,1000.9,17.6,TG,1.3,138.9,Hujan Lebat
Salatiga,9,22.0,30.5,25.9,80.9,962.7,3.0,BL,7.8,3.7,Hujan Ringan
Solo,4,22.5,31.3,27.0,92.0,1004.6,3.0,T,8.0,39.6,Hujan Sedang
Semarang,10,24.4,,29.1,80.5,1013.6,14.9,BD,,3.0,Hujan Ringan
Purwokerto,7,23.4,30.7,26.9,77.6,1005.8,5.5,B,,0.0,Tidak Hujan
Solo,11,24.0,33.1,28.3,88.5,1002.7,7.4,U,5.1,31.8,Hujan Sedang
Purwokerto,8,23.4,32.9,28.5,,1006.7,2.2,TL,9.1,6.9,Hujan Ringan
Wonosobo,4,19.6,23.6,20.9,95.0,925.2,2.1,TL,4.9,120.3,Hujan Lebat
Tegal,1,26.1,32.9,29.8,89.9,1012.7,7.7,BL,5.6,21.6,Hujan Sedang
Wonosobo,10,17.7,26.8,21.8,95.1,,20.4,U,8.4,58.9,Hujan Lebat
Solo,9,25.3,29.8,27.6,81.1,999.7,10.4,BD,10.7,0.0,Tidak Hujan
Tegal,5,26.3,32.9,30.1,79.1,1016.4,3.6,B,5.4,0.0,Tidak Hujan
Salatiga,6,23.0,28.7,26.0,87.7,958.2,2.4,U,7.9,28.7,Hujan Sedang
Salatiga,9,21.9,31.6,26.9,83.2,960.9,6.3,B,11.7,16.0,Hujan Ringan
Cilacap,5,23.5,31.3,27.5,77.1,1015.1,7.5,TG,5.8,0.0,Tidak Hujan
Purwokerto,1,24.9,33.6,29.2,96.9,1002.9,2.4,U,4.4,97.0,Hujan Lebat
Semarang,4,26.5,34.5,30.2,81.1,1009.2,17.9,TG,5.0,35.4,Hujan Sedang
Salatiga,7,21.6,28.0,24.9,90.1,959.8,3.1,U,8.5,34.5,Hujan Sedang
Solo,10,24.6,34.0,29.8,86.8,1002.1,5.7,TG,5.7,21.0,Hujan Sedang
Solo,3,23.3,35.7,29.3,81.5,1006.8,5.7,T,6.7,37.8,Hujan Sedang
Solo,8,23.9,33.4,28.5,88.1,1004.2,37.6,TL,11.8,0.0,Tidak Hujan
Purwokerto,11,21.2,28.9,25.2,92.2,1003.7,4.3,T,8.4,38.7,Hujan Sedang
Kudus,8,26.0,32.5,29.2,71.0,1011.8,3.8,TG,7.4,0.0,Tidak Hujan
Wonosobo,1,18.2,28.9,24.0,94.2,919.9,,B,3.3,114.0,Hujan Lebat
Magelang,12,21.9,30.4,26.5,94.4,967.1,2.3,B,3.8,74.5,Hujan Lebat
Tegal,1,25.2,31.7,29.2,81.3,1013.4,2.2,TL,7.6,18.8,Hujan Ringan
Cilacap,11,26.2,30.6,27.3,93.5,1014.2,2.0,BL,4.2,20.1,Hujan Sedang
Kudus,6,25.9,34.0,30.1,75.0,1012.2,6.5,BD,6.1,0.0,Tidak Hujan
Tegal,2,,35.4,29.8,85.8,1012.3,2.2,BD,3.1,23.2,Hujan Sedang
Kudus,3,24.9,31.5,28.4,96.7,1011.1,3.1,TL,4.5,90.2,Hujan Lebat
Purwokerto,9,23.6,33.0,28.1,85.4,1005.5,2.3,TG,11.0,15.9,Hujan Ringan
Tegal,7,25.3,29.7,26.8,74.2,1011.0,5.4,BD,10.4,0.0,Tidak Hujan
Cilacap,8,25.4,34.6,30.1,81.9,1009.0,2.5,BL,7.2,6.9,Hujan Ringan
Purwokerto,3,22.0,32.8,27.2,87.0,1002.6,2.9,B,5.2,39.7,Hujan Sedang
Magelang,5,21.5,30.4,26.2,85.3,966.7,3.6,B,7.4,19.9,Hujan Ringan
Solo,2,24.0,30.6,26.9,94.8,1000.1,4.5,U,2.6,104.8,Hujan Lebat
Salatiga,4,22.0,30.4,26.5,86.4,,3.7,TG,6.5,77.6,Hujan Lebat
Kudus,6,,30.6,26.3,74.6,1011.2,9.5,U,6.9,0.0,Tidak Hujan
Solo,6,25.2,33.4,28.9,77.7,999.7,6.9,B,5.9,0.0,Tidak Hujan
Cilacap,4,23.7,29.5,26.7,89.4,1014.8,6.1,S,5.3,22.0,Hujan Sedang
Magelang,12,22.0,30.3,26.9,95.2,967.2,5.5,BD,5.8,91.0,Hujan Lebat
Salatiga,8,20.6,29.4,24.8,81.7,959.9,,BL,9.3,11.7,Hujan Ringan
Kudus,12,24.6,34.3,29.4,83.7,1012.1,5.7,BL,9.2,14.0,Hujan Ringan
Tegal,9,,33.6,29.7,84.2,1010.4,4.6,S,6.0,7.6,Hujan Ringan
Semarang,5,25.5,32.7,29.2,83.4,1010.9,8.8,BD,4.9,8.2,Hujan Ringan
Wonosobo,10,20.2,24.3,21.7,94.8,922.8,3.7,TG,3.9,143.3,Hujan Lebat
Cilacap,5,23.9,32.5,28.0,88.8,1013.8,,U,4.8,1.7,Hujan Ringan
Purwokerto,4,25.0,28.2,26.1,85.0,1004.3,2.9,U,1.3,20.9,Hujan Sedang
Salatiga,5,21.2,28.7,24.9,90.1,961.9,2.9,BL,4.8,24.1,Hujan Sedang
Kudus,6,24.5,31.9,28.3,78.2,1007.6,3.5,TG,7.4,0.0,Tidak Hujan
Pekalongan,1,21.9,32.4,27.5,88.7,1017.5,13.6,BD,5.2,22.0,Hujan Sedang
Kudus,1,26.0,33.5,29.9,88.0,1005.8,25.5,BD,5.6,35.7,Hujan Sedang
Purwokerto,9,24.0,31.4,28.0,82.6,1004.5,9.6,S,7.7,19.3,Hujan Ringan
Purwokerto,7,24.4,30.1,26.5,82.8,1002.9,13.7,T,10.1,0.0,Tidak Hujan
Wonosobo,7,18.9,26.5,22.7,89.6,920.8,5.5,U,8.7,116.0,Hujan Lebat
Pekalongan,6,24.2,31.8,27.9,75.4,1013.6,12.4,TG,9.0,0.0,Tidak Hujan
Kudus,2,23.9,32.6,28.1,88.7,1012.5,3.0,TG,5.4,49.9,Hujan Sedang
Wonosobo,6,19.4,26.1,22.5,92.7,926.9,7.9,TL,4.1,59.3,Hujan Lebat
Kudus,3,25.6,30.6,28.0,84.7,1010.1,11.0,TL,4.7,23.8,Hujan Sedang
Magelang,1,22.4,28.8,26.0,99.0,968.9,4.4,T,7.2,99.4,Hujan Lebat
Cilacap,3,24.7,33.6,29.2,88.0,1011.7,,T,0.9,41.0,Hujan Sedang
Wonosobo,7,18.7,25.7,21.1,75.6,924.1,3.7,U,7.6,44.9,Hujan Sedang
Semarang,6,25.3,33.9,29.8,87.0,1017.1,3.4,B,8.6,18.7,Hujan Ringan
Tegal,10,25.1,31.0,29.0,81.3,1009.5,15.5,TL,4.6,24.0,Hujan Sedang
Wonosobo,9,18.7,24.7,21.3,89.3,921.0,,TL,7.7,104.2,Hujan Lebat
Cilacap,7,22.3,34.5,29.0,81.6,1013.3,5.5,BL,8.0,0.0,Tidak Hujan
Magelang,5,21.5,29.4,25.6,90.2,970.4,28.0,U,8.9,17.3,Hujan Ringan
Cilacap,10,22.1,31.6,27.1,86.9,1014.0,8.7,BL,4.5,21.0,Hujan Sedang
Magelang,11,24.7,31.0,27.9,89.3,970.4,10.8,B,6.4,105.9,Hujan Lebat
Wonosobo,8,18.3,27.0,22.1,93.3,915.5,4.4,B,7.8,62.3,Hujan Lebat
Kudus,9,,33.5,28.8,70.4,1009.4,19.4,TL,8.0,0.0,Tidak Hujan
Wonosobo,12,18.6,27.1,23.3,92.5,,9.4,TG,4.0,123.4,Hujan Lebat
Wonosobo,2,16.6,27.8,22.3,88.0,917.3,8.7,S,2.7,109.8,Hujan Lebat
Kudus,5,24.7,32.5,28.4,77.1,,17.4,U,7.4,0.0,Tidak Hujan
Wonosobo,6,19.7,23.5,21.4,92.2,924.2,3.9,BD,8.2,71.2,Hujan Lebat
Tegal,8,25.5,34.0,30.1,86.4,1015.8,25.2,T,9.0,0.0,Tidak Hujan
Salatiga,6,20.6,28.9,24.9,86.8,958.2,3.6,T,5.7,40.2,Hujan Sedang
Pekalongan,3,23.8,35.1,29.3,88.9,1013.6,5.5,U,3.6,47.4,Hujan Sedang
Purwokerto,1,26.1,31.6,28.7,89.5,1003.6,20.1,TL,5.0,48.8,Hujan Sedang
Salatiga,8,21.6,30.2,26.1,85.8,961.5,10.2,TG,5.7,38.0,Hujan Sedang
Cilacap,2,24.9,29.1,27.5,95.2,1010.6,6.4,TL,7.5,25.3,Hujan Sedang
Wonosobo,1,18.7,26.2,22.6,95.1,922.7,4.6,BD,3.7,132.5,Hujan Lebat
Semarang,2,25.4,33.2,28.7,89.9,1011.0,7.3,BL,4.8,48.4,Hujan Sedang
Wonosobo,5,17.9,25.9,23.3,78.3,924.0,6.4,TL,12.0,36.6,Hujan Sedang
Cilacap,11,23.2,30.6,26.3,93.0,1011.2,5.7,S,0.0,91.1,Hujan Lebat
Kudus,4,25.9,32.4,28.0,86.4,1012.4,3.0,B,1.9,41.2,Hujan Sedang
Semarang,2,26.0,,30.4,89.6,1015.9,3.8,U,2.6,22.3,Hujan Sedang
Cilacap,9,25.6,32.4,29.7,80.7,1012.1,,S,10.5,0.0,Tidak Hujan
Wonosobo,6,19.7,28.2,23.2,79.2,920.7,9.1,BL,7.0,22.1,Hujan Sedang
Kudus,4,24.8,34.2,29.4,85.2,1013.8,3.7,T,6.6,15.9,Hujan Ringan
Tegal,5,23.4,31.6,27.9,90.7,1014.3,5.1,B,9.5,0.0,Tidak Hujan
Tegal,6,24.6,33.9,29.1,75.1,1016.1,4.8,T,3.4,0.0,Tidak Hujan
Cilacap,4,26.1,30.4,28.3,93.6,1008.5,2.6,S,3.2,117.3,Hujan Lebat
Tegal,10,24.8,34.2,29.9,93.6,1009.1,4.8,TG,4.2,107.2,Hujan Lebat
Solo,7,27.4,35.0,31.1,,1007.6,3.8,BD,6.5,0.0,Tidak Hujan
Kudus,1,25.6,33.7,30.7,92.9,1008.6,8.8,T,9.0,46.5,Hujan Sedang
Cilacap,5,25.6,33.0,29.4,88.9,1006.6,5.0,S,6.8,15.4,Hujan Ringan
Kudus,12,25.3,36.3,30.4,83.9,1010.0,3.0,S,2.8,41.8,Hujan Sedang
Wonosobo,8,16.8,26.6,21.9,83.5,921.2,3.0,T,6.9,135.1,Hujan Lebat
Salatiga,11,22.7,29.0,25.4,94.1,954.2,13.5,B,2.4,88.0,Hujan Lebat
Cilacap,5,24.6,35.4,29.2,90.2,1011.9,2.3,BD,7.7,19.3,Hujan Ringan
Wonosobo,11,17.0,27.3,22.1,88.2,922.2,5.2,TG,7.0,107.3,Hujan Lebat
Salatiga,10,20.4,31.0,25.3,97.1,959.3,7.5,U,3.1,123.3,Hujan Lebat
Cilacap,4,23.4,31.5,27.3,99.0,1012.0,6.3,U,3.4,44.4,Hujan Sedang
Kudus,11,23.4,34.4,28.9,90.1,1012.0,19.6,TG,,27.6,Hujan Sedang
Semarang,7,25.6,34.5,31.3,78.2,1009.8,9.0,T,8.8,0.0,Tidak Hujan
Purwokerto,11,24.2,32.2,28.9,93.3,1010.3,5.0,TL,5.9,30.5,Hujan Sedang
Semarang,2,24.0,36.3,29.4,91.8,1012.5,18.0,T,4.3,41.6,Hujan Sedang
Cilacap,1,24.7,28.5,26.9,94.7,1016.2,7.2,TG,2.5,67.5,Hujan Lebat
Tegal,11,26.7,34.9,31.8,84.9,1016.8,,BD,6.0,37.6,Hujan Sedang
Tegal,11,26.2,33.2,29.3,82.2,1011.6,4.3,TL,1.4,38.8,Hujan Sedang
Magelang,6,22.7,32.7,27.4,84.5,970.4,13.8,S,5.4,15.8,Hujan Ringan
